ykiho,yadmNm,clCdNm,addr,telno,XPos,YPos,estbDd,sidoCdNm,sgguCd,sgguCdNm,emdongNm,postNo
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,제이필의원,의원,"서울특별시 강남구 강남대로 438, 스타플렉스 지하1층 (역삼동)",02-533-0060,127.0263372,37.5016424,20250929,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,제이필의원,의원,"서울특별시 마포구 양화로 166, 미래프라자 5,7층 (동교동)",02-533-0060,126.9241712,37.5567326,20190107,서울,110009,마포구,동교동,04050
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,제일가정의학과의원,의원,"서울특별시 은평구 통일로 723, 2층 (대조동)",02-357-2175,126.9297350,37.6100793,20030107,서울,110015,은평구,대조동,03397
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,제일가정의학과의원,의원,"서울특별시 강서구 가로공원로76길 94, 2층 (화곡동)",02-2645-1212,126.8387037,37.5330300,20130719,서울,110003,강서구,화곡동,07766
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,제일내과의원,의원,"서울특별시 중구 서애로1길 11, 1층 123호, 124호 (충무로5가)",02-2268-2007,126.9985981,37.5613426,20190228,서울,110017,중구,충무로5가,04619
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz,제일성모가정의학과의원,의원,"서울특별시 마포구 월드컵북로 137, 3층 301호 (성산동, 제일성모메디칼센터)",02-333-4365,126.9116783,37.5648833,20160101,서울,110009,마포구,성산동,03966
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,제일성모의원,의원,"서울특별시 노원구 노원로 43, 2층 (공릉동, 대광빌딩)",977-0977,127.0858403,37.6254259,20010918,서울,110022,노원구,공릉동,01821
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,제일성심의원,의원,"서울특별시 강북구 오현로31길 141, 번동 주공5단지복합상가203호 (번동)",02-989-4579,127.0339319,37.6331537,19910621,서울,110024,강북구,번동,01138
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,제일의원,의원,"서울특별시 동작구 양녕로 195, (상도동)",02-815-0179,126.9436980,37.4987877,19960221,서울,110008,동작구,상도동,07047
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,제일이비인후과의원,의원,"서울특별시 강남구 논현로131길 23, 지상2층, 3층, 4층, 5층 (논현동)",02-517-5085,127.0285406,37.5139668,20200511,서울,110001,강남구,논현동,06046
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,제일정형외과의원,의원,"서울특별시 노원구 화랑로 463, (공릉동)",02-976-4506,127.0786692,37.6190042,19950520,서울,110022,노원구,공릉동,01803
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,제일정형외과의원,의원,"서울특별시 중구 다산로 172, 제일정형외과 1~3, 5,6층 (신당동)",2234-1911,127.0132582,37.5587398,20040908,서울,110017,중구,신당동,04589
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,제일정형외과의원,의원,"서울특별시 동대문구 왕산로 179, 1층 (제기동)",02-3293-0111,127.0429688,37.5797860,20210830,서울,110007,동대문구,제기동,02572
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,젤리피부과의원,의원,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 7층 701,702호 (여의도동)",02-780-7252,126.9293053,37.5204440,20250723,서울,110013,영등포구,여의도동,07333
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,젤성형외과의원,의원,"서울특별시 서초구 서초대로77길 3, 아라타워 14층 (서초동)",02-515-7888,127.0264971,37.4980499,20200528,서울,110021,서초구,서초동,06615
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,젤피부과의원,의원,"서울특별시 강남구 도산대로 452, JS빌딩 7층 (청담동)",549-2063,127.0457468,37.5236241,20111031,서울,110001,강남구,청담동,06062
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,젬마의원,의원,"서울특별시 강남구 논현로 815, 부르다문 빌딩 1층 6층 (신사동)",518-0057,127.0278225,37.5213733,20050719,서울,110001,강남구,신사동,06032
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,조가정의학과의원,의원,"서울특별시 성동구 장터1길 2, (금호동3가)",02-2233-7570,127.0169501,37.5486703,20040503,서울,110011,성동구,금호동3가,04724
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,조각의원,의원,"서울특별시 강남구 논현로 515, 아승빌딩 3층 (역삼동)",02-566-7800,127.0358058,37.5025724,20260304,서울,110001,강남구,역삼동,06131
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,조광의원,의원,"서울특별시 동대문구 사가정로13길 3, (전농동)",02-2244-0264,127.0579570,37.5781259,19820813,서울,110007,동대문구,전농동,02506
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,조균석내과의원,의원,"서울특별시 강서구 공항대로41길 65, 305호 (등촌동, 그랜드상가)",02-3665-8177,126.8461388,37.5607971,20020827,서울,110003,강서구,등촌동,07586
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,조내과의원,의원,"서울특별시 광진구 뚝섬로 496, 2,3층 (자양동)",02-498-6144,127.0652393,37.5359978,20000303,서울,110023,광진구,자양동,05085
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,조병수의원,의원,"서울특별시 강남구 도산대로 507, 3층 (청담동)",02-541-3991,127.0485533,37.5247587,20130531,서울,110001,강남구,청담동,06011
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz,조상희소아청소년과의원,의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트 상가동 3층 318,319호 (고덕동)",02-427-9920,127.1645103,37.5571351,20191022,서울,110002,강동구,고덕동,05224
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,조성진정형외과의원,의원,"서울특별시 강서구 양천로 690, 4층 (염창동)",02-3665-3259,126.8726376,37.5502102,19930417,서울,110003,강서구,염창동,07555
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,조수영성형외과의원,의원,"서울특별시 강남구 강남대로132길 4-6, 지하1층, 지상1~4층 (논현동)",02-512-1864,127.0216478,37.5118613,19991108,서울,110001,강남구,논현동,06044
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,조승복의원,의원,"서울특별시 용산구 원효로 155, (원효로2가)",02-707-0022,126.9603055,37.5350338,20140318,서울,110014,용산구,원효로2가,04363
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz,조아라산부인과의원,의원,"서울특별시 강남구 논현로 503, 송촌빌딩 9층 2호 (역삼동)",02-561-7777,127.0363876,37.5012700,20230926,서울,110001,강남구,역삼동,06132
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,조앤박의원,의원,"서울특별시 강남구 강남대로 598, 5층 (논현동, 보림빌딩)",02-517-8830,127.0203715,37.5151992,20100302,서울,110001,강남구,논현동,06038
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,조앤필이비인후과의원,의원,"서울특별시 마포구 백범로 202, 201,202,203,217호 (신공덕동, 마포케이씨씨웰츠타워)",02-6401-1111,126.9523467,37.5430784,20110901,서울,110009,마포구,신공덕동,04196
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz,조엔소아청소년과의원,의원,"서울특별시 강남구 개포로 231, 2층 (개포동, 반석빌딩)",02-2057-7582,127.0479597,37.4790142,20150903,서울,110001,강남구,개포동,06306
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,조은가정의학과의원,의원,"서울특별시 구로구 가마산로 244, 동헌빌딩 2층일부 (구로동)",02-859-6789,126.8880523,37.4946007,20130220,서울,110005,구로구,구로동,08306
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,조은날의원,의원,"서울특별시 강남구 강남대로 476, urbanhive 지하2층 (논현동)",02-538-6788,127.0248029,37.5049158,20181204,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,조은내과의원,의원,"서울특별시 은평구 갈현로 258, 2층 (갈현동)",02-355-5478,126.9161402,37.6199090,20190603,서울,110015,은평구,갈현동,03331
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,조은내과의원,의원,"서울특별시 동대문구 사가정로 207, 204, 205호 (장안동)",02-2245-2227,127.0680261,37.5789065,20070305,서울,110007,동대문구,장안동,02509
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,조은내과의원,의원,"서울특별시 동작구 상도로 69, 2층 201호 (대방동, 상원빌딩)",02-813-8275,126.9283927,37.4999695,20160610,서울,110008,동작구,대방동,06953
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,조은삼성내과의원,의원,"서울특별시 강동구 올림픽로98길 15, LS지산빌딩 2층 (암사동)",02-442-5575,127.1290279,37.5514050,20210805,서울,110002,강동구,암사동,05263
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,조은샘의원,의원,"서울특별시 마포구 망원로8길 53, 2층 (망원동)",02-335-8000,126.9065065,37.5550774,20150504,서울,110009,마포구,망원동,04014
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,조은의원,의원,"서울특별시 구로구 신도림로 16, 2층 (신도림동, 신도림대림1,2차아파트)",02-2677-0775,126.8821911,37.5051228,20011211,서울,110005,구로구,신도림동,08211
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,조은이비인후과의원,의원,"서울특별시 금천구 독산로 210, K빌딩 5층 (독산동)",892-8575,126.9022993,37.4657642,20010618,서울,110025,금천구,독산동,08559
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,조은탑내과의원,의원,"서울특별시 영등포구 당산로 118, 5층 502호 (당산동3가)",02-6953-2800,126.8970270,37.5251231,20230508,서울,110013,영등포구,당산동3가,07259
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,조이비인후과의원,의원,"서울특별시 구로구 구로동로 135, 남부빌딩 3층 (구로동)",02-855-7767,126.8836781,37.4906462,20040615,서울,110005,구로구,구로동,08309
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,조이소아청소년과의원,의원,"서울특별시 강동구 풍성로38길 9, 4층 (성내동)",02-482-7588,127.1256185,37.5316357,20110927,서울,110002,강동구,성내동,05393
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,조재홍의원,의원,"서울특별시 강남구 선릉로152길 33, 4층 402호 (청담동)",,127.0423039,37.5245445,20251128,서울,110001,강남구,청담동,06016
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNDEjJDEjJDQjJDgz,조준호이비인후과의원,의원,"서울특별시 구로구 고척로 230, 5층 502~503호 (고척동)",,126.8585312,37.5059350,20240828,서울,110005,구로구,고척동,08228
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,조찬홍비뇨의학과의원,의원,"서울특별시 성북구 길음로 8, 2층 (길음동)",02-915-0300,127.0240335,37.6043480,19880317,서울,110012,성북구,길음동,02725
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,조창현내과의원,의원,"서울특별시 성동구 독서당로 336, 리버마이다스빌 208-211호 (금호동4가)",02-2297-0406,127.0264487,37.5477337,20150414,서울,110011,성동구,금호동4가,04743
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,조천영내과의원,의원,"서울특별시 도봉구 노해로63길 79, (창동)",02-994-7582,127.0463398,37.6530918,20020419,서울,110006,도봉구,창동,01399
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,조피부과의원,의원,"서울특별시 은평구 은평로 136, 302호 (응암동, 은경빌딩)",02-354-6382,126.9230552,37.6002712,19840504,서울,110015,은평구,응암동,03462
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,조한준가정의학과의원,의원,"서울특별시 강동구 천호대로187길 53, 2층 (길동)",02-472-3396,127.1428061,37.5366239,20010905,서울,110002,강동구,길동,05351
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,조환석내과의원,의원,"서울특별시 마포구 월드컵북로 224, 201,202,301호 (성산동)",02-307-9107,126.9045075,37.5698817,20010226,서울,110009,마포구,성산동,03941
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,종로가톨릭의원,의원,"서울특별시 종로구 종로 210, 하이뷰더광장 지하층 106~110호 (종로5가)",02-2285-5210,127.0012240,37.5706594,20250522,서울,110016,종로구,종로5가,03195
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,종로베스트의원,의원,"서울특별시 종로구 종로 192, 독일약국 2층 (종로4가)",02-2278-5282,126.9990730,37.5706050,20221226,서울,110016,종로구,종로4가,03195
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,종로보령피부과의원,의원,"서울특별시 종로구 종로 241-1, 2층 (종로5가)",02-762-9007,127.0047578,37.5714556,20230607,서울,110016,종로구,종로5가,03126
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,종로비뇨기과의원,의원,"서울특별시 종로구 종로41길 1, (종로6가)",02-745-9119,127.0065344,37.5713904,20010330,서울,110016,종로구,종로6가,03125
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,종로세브란스의원,의원,"서울특별시 종로구 종로41길 4, 2층 (종로6가)",02-747-5076,127.0068761,37.5715015,20000411,서울,110016,종로구,종로6가,03124
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,종로연세의원,의원,"서울특별시 종로구 종로 272, 동대문종합시장 신관 7층 (종로6가)",02-745-3388,127.0081219,37.5708266,20130318,서울,110016,종로구,종로6가,03198
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,종로위브의원,의원,"서울특별시 종로구 삼봉로 81, 2층 205호 (수송동, 두산위브파빌리온)",02-723-7585,126.9815061,37.5725619,20060412,서울,110016,종로구,수송동,03150
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,종로필선의원,의원,"서울특별시 종로구 삼일대로 434, 2층 (낙원동)",3675-3371,126.9881540,37.5733544,20070712,서울,110016,종로구,낙원동,03133
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,좋은날피부과의원,의원,"서울특별시 은평구 갈현로 8, (신사동, 신창빌딩)",02-351-3001,126.9104122,37.5985583,20130423,서울,110015,은평구,신사동,03423
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,좋은서울의원,의원,"서울특별시 중랑구 동일로101길 63, 202,203,204호 (면목동, 면목한신아파트 상가)",02-491-8255,127.0763246,37.5885476,20150908,서울,110019,중랑구,면목동,02133
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,좋은세상의원,의원,"서울특별시 송파구 가락로 61, 석촌빌딩 2층 (석촌동)",02-422-8257,127.1031573,37.4999085,20200605,서울,110018,송파구,석촌동,05690
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,좋은아침외과의원,의원,"서울특별시 강남구 봉은사로 204, 4층 (역삼동, 남곡빌딩)",02-558-6625,127.0344917,37.5071776,20011201,서울,110001,강남구,역삼동,06135
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,좋은이비인후과의원,의원,"서울특별시 은평구 역말로 40, 3층 (역촌동, 무궁화빌딩)",02-358-8275,126.9146908,37.6056424,20161118,서울,110015,은평구,역촌동,03417
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz,좋은이비인후과의원,의원,"서울특별시 성북구 돌곶이로27길 79, 지상2층 (장위동)",02-943-8866,127.0520010,37.6100520,20030812,서울,110012,성북구,장위동,02771
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,주민내과의원,의원,"서울특별시 광진구 뚝섬로 533, 2층 (자양동)",02-498-4353,127.0695270,37.5351656,19920506,서울,110023,광진구,자양동,05070
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,주안우리의원,의원,"서울특별시 구로구 구로중앙로 152, NC백화점 7층 (구로동)",02-2614-8275,126.8828000,37.5011324,20101130,서울,110005,구로구,구로동,08292
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,주앤의원,의원,"서울특별시 강남구 선릉로155길 3, 2,3,4층 (신사동)",02-518-3458,127.0392619,37.5251504,20120302,서울,110001,강남구,신사동,06019
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,주연여성의원,의원,"서울특별시 강남구 가로수길 31-3, 2~3층 (신사동)",02-6338-1000,127.0226793,37.5201329,20231226,서울,110001,강남구,신사동,06034
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,주이비인후과의원,의원,"서울특별시 서대문구 수색로 26, 2층 (남가좌동)",02-375-5075,126.9157663,37.5691670,20041112,서울,110010,서대문구,남가좌동,03712
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,주인종내과의원,의원,"서울특별시 관악구 신림로 318, 6층 (신림동)",02-883-3379,126.9302485,37.4825924,19910419,서울,110004,관악구,신림동,08777
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,주정형외과의원,의원,"서울특별시 동대문구 서울시립대로 50, 4,5층 (전농동)",02-2238-8448,127.0476407,37.5756430,20140903,서울,110007,동대문구,전농동,02594
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,주정형외과의원,의원,"서울특별시 중랑구 동일로 847, 2층 (묵동)",02-437-7581,127.0783313,37.6059528,20010901,서울,110019,중랑구,묵동,02013
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,주함정형외과의원,의원,"서울특별시 관악구 남부순환로161길 74, 지하1~3층 (신림동)",02-861-1600,126.9185731,37.4854228,20100726,서울,110004,관악구,신림동,08763
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjODEjJDEjJDIjJDgz,주홍돈내과의원,의원,"서울특별시 은평구 은평터널로 16, DMC파인시티자이 상가동 1층 301,302호 (수색동)",02-375-2575,126.8978251,37.5835909,19980423,서울,110015,은평구,수색동,03502
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,준가정의학과의원,의원,"서울특별시 강서구 등촌로 147, (등촌동)",02-2655-0075,126.8624493,37.5428090,20021210,서울,110003,강서구,등촌동,07671
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,준비뇨기과의원,의원,"서울특별시 중구 명동9길 23, 3층 303호 (을지로2가, 한양빌딩)",02-773-3456,126.9845023,37.5648981,20150622,서울,110017,중구,을지로2가,04534
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,준성형외과의원,의원,"서울특별시 성북구 동소문로 125, 골든타워 3층 (동선동4가)",02-929-7357,127.0182308,37.5941649,20181128,서울,110012,성북구,동선동4가,02829
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,준앤민닥터포유의원,의원,"서울특별시 송파구 양재대로 932, 업무동 5층 8,9,10,10-2호 (가락동)",02-423-7575,127.1110027,37.4961026,20170124,서울,110018,송파구,가락동,05699
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,준재활의학과의원,의원,"서울특별시 송파구 새말로8길 27, (문정동, 봉의빌딩 2층)",02-2043-5672,127.1269763,37.4802727,20080808,서울,110018,송파구,문정동,05810
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDgjJDgz,중계우리들의원,의원,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 401호,402호,403호 (중계동)",02-931-8270,127.0763585,37.6487728,20020713,서울,110022,노원구,중계동,01743
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,중랑성모의원,의원,"서울특별시 중랑구 용마산로 439, (망우동)",02-493-7878,127.0972326,37.5907459,19931029,서울,110019,중랑구,망우동,02175
