ykiho,yadmNm,clCdNm,addr,telno,XPos,YPos,estbDd,sidoCdNm,sgguCd,sgguCdNm,emdongNm,postNo
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(사)한국한센복지협회서울특별시지부부설의원,의원,"서울특별시 동작구 상도로 170, 2층 (상도동)",02-812-1894,126.9380530,37.5040794,19860109,서울,110008,동작구,상도동,06956
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,(스카이메디)연세건강증진내과의원,의원,"서울특별시 송파구 송파대로 371, 2층,3층,4층 (석촌동)",02-418-9999,127.1107656,37.5007984,19820427,서울,110018,송파구,석촌동,05697
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,(의) 열린의료재단 동대문열린의원,의원,"서울특별시 종로구 종로 335, 원풍빌딩 6층 (창신동)",02-924-0875,127.0148389,37.5731060,20080610,서울,110016,종로구,창신동,03104
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 상봉열린의원,의원,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",02-435-0875,127.0859888,37.5959148,20040308,서울,110019,중랑구,상봉동,02148
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 영등포열린의원,의원,"서울특별시 영등포구 경인로 841, 영등포우체국 4,5층 (영등포동4가)",02-2676-0832,126.9060600,37.5165276,20010901,서울,110013,영등포구,영등포동4가,07305
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,(의)미래의료재단리드림의원,의원,"서울특별시 강남구 테헤란로 513, (삼성동, B1일부,4,9,10층,테헤란로81길10,B1일부,삼성로92길29,3,4)",02-540-0001,127.0588976,37.5079982,20000712,서울,110001,강남구,삼성동,06169
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,(의)성광의료재단 차움의원,의원,"서울특별시 강남구 도산대로 442, 피엔폴루스 2층일부, 3층일부 (청담동)",02-3015-5000,127.0441055,37.5233218,20100520,서울,110001,강남구,청담동,06062
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,(재)이랜드재단 이랜드의원,의원,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 401~402호 (가산동)",2635-8668,126.8815811,37.4819131,20080117,서울,110025,금천구,가산동,08502
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,(재)천주교서울대교구유지재단 전진상의원,의원,"서울특별시 금천구 탑골로3가길 22, 전진상사회복지관 (시흥동)",02-802-9311,126.9107378,37.4525764,19910926,서울,110025,금천구,시흥동,08574
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,(주)제이시스메디칼부속의원,의원,"서울특별시 강남구 강남대로 566, 신영와코루빌딩 1층 일부 (논현동)",,127.0211992,37.5125495,20230601,서울,110001,강남구,논현동,06044
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,10년전당신의오늘의원,의원,"서울특별시 강남구 도산대로 452, JS빌딩 3층 (청담동)",02-541-0333,127.0457468,37.5236241,20210827,서울,110001,강남구,청담동,06062
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,111의원,의원,"서울특별시 강남구 도산대로 111, (신사동, S-TOWER 11~12층)",02-540-8111,127.0207080,37.5169652,20151119,서울,110001,강남구,신사동,06035
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,123의원,의원,"서울특별시 강남구 삼성로 212, 241호 (대치동, 은마상가 B블럭)",02-567-9123,127.0650701,37.4977415,20081017,서울,110001,강남구,대치동,06284
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,1삼성탑의원,의원,"서울특별시 성동구 고산자로 255, 5층 (도선동, 케이-타워)",02-2299-8875,127.0357246,37.5626006,20091104,서울,110011,성동구,도선동,04709
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,2060오스킨성형외과의원,의원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 7층 (삼성동)",02-555-2324,127.0586131,37.5086361,20011008,서울,110001,강남구,삼성동,06169
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,210정형외과의원,의원,"서울특별시 양천구 목동동로 150, 목동 블루스퀘어 2층 일부,4~6층 (신정동)",02-2605-0210,126.8704851,37.5190001,20210112,서울,110020,양천구,신정동,08014
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,21성형외과의원,의원,"서울특별시 서초구 강남대로 441, 서산빌딩 10층 (서초동)",02-596-2121,127.0253050,37.5017470,20221209,서울,110021,서초구,서초동,06612
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,247외과의원,의원,"서울특별시 강남구 봉은사로 108, 2층 (역삼동)",02-562-0247,127.0256122,37.5045463,20160927,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,24시열린의원,의원,"서울특별시 광진구 능동로 90, 3층 (자양동, 더클래식500)",02-455-2475,127.0709719,37.5386303,20130927,서울,110023,광진구,자양동,05065
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,24시열린의원,의원,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 지하층 B1095호 (상암동)",02-2132-2475,126.8898190,37.5793419,20171229,서울,110009,마포구,상암동,03925
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,24시열린의원,의원,"서울특별시 송파구 백제고분로 187, 2층 205,206호 (잠실동, 파크인수)",02-415-2475,127.0877638,37.5047372,20160104,서울,110018,송파구,잠실동,05567
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,365다움의원,의원,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 (행당동)",02-2297-1755,127.0384812,37.5614086,20110419,서울,110011,성동구,행당동,04750
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,365대림정형외과의원,의원,"서울특별시 영등포구 도림로 140, 대림빌딩 2층 (대림동)",02-833-3363,126.8976458,37.4930367,20251107,서울,110013,영등포구,대림동,07417
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,365더튼튼의원,의원,"서울특별시 구로구 경인로 191, 2,3층 (오류동)",02-2060-9111,126.8423266,37.4956425,20080220,서울,110005,구로구,오류동,08269
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,365문정사랑의원,의원,"서울특별시 송파구 송이로32길 37, 1층 (문정동, 문정푸르지오아파트)",02-431-1339,127.1273724,37.4867760,20181214,서울,110018,송파구,문정동,05797
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365미소내과의원,의원,"서울특별시 동작구 남부순환로 2055, 2층 (사당동)",02-522-3650,126.9771081,37.4768791,20120330,서울,110008,동작구,사당동,07024
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,365봄연합의원,의원,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 227,236~240호 (등촌동)",02-2054-6717,126.8479710,37.5642277,20220803,서울,110003,강서구,등촌동,07573
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,365서울늘열린의원,의원,"서울특별시 강동구 양재대로 1343, 2층 (성내동)",02-484-4799,127.1352321,37.5263466,20080213,서울,110002,강동구,성내동,05405
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,365서울연합의원,의원,"서울특별시 중랑구 망우로 463, 2층 (망우동)",02-432-7580,127.1036490,37.6006640,20080617,서울,110019,중랑구,망우동,02066
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365아이엠유의원,의원,"서울특별시 송파구 송파대로 82, 장지역 104호 (장지동)",02-401-0365,127.1264241,37.4781192,20251219,서울,110018,송파구,장지동,05816
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,365연세의원,의원,"서울특별시 성동구 왕십리로 410, L동 3층 320호 (하왕십리동, 센트라스)",02-2291-2211,127.0247865,37.5665508,20170407,서울,110011,성동구,하왕십리동,04701
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDYjJDgz,365열린가정의학과의원,의원,"서울특별시 강남구 도곡로 405, 삼환 아르누보2 204호 (대치동)",02-565-7119,127.0547242,37.4973826,20180125,서울,110001,강남구,대치동,06207
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,365열린내과의원,의원,"서울특별시 노원구 한글비석로 77, 3층 (하계동)",02-976-3658,127.0704701,37.6375651,20100201,서울,110022,노원구,하계동,01790
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,365열린의원,의원,"서울특별시 강동구 올림픽로 664, 3층 (천호동, 대우한강베네시티)",02-478-0365,127.1249414,37.5406109,20100902,서울,110002,강동구,천호동,05328
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,365온(ON)가정의원,의원,"서울특별시 중구 왕십리로 407, B1층 2호 (신당동, 신당 파인힐 하나유보라)",02-6212-0365,127.0246475,37.5646232,20230512,서울,110017,중구,신당동,04580
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,365이화웃는세상의원,의원,"서울특별시 은평구 진관3로 11, 3층 301호 (진관동, 은평뉴타운 힐데스하임)",02-1600-1527,126.9182680,37.6394630,20180920,서울,110015,은평구,진관동,03300
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,365코이의원,의원,"서울특별시 강남구 강남대로118길 12, 부경빌딩 3층, 4층일부, 5층 (논현동)",02-540-0442,127.0247472,37.5063094,20200107,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,365한국신통의원,의원,"서울특별시 광진구 면목로 174, 2층 (중곡동)",02-499-0906,127.0830051,37.5686760,20150612,서울,110023,광진구,중곡동,04903
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,365항외과의원,의원,"서울특별시 강북구 도봉로 333, 8층 (수유동, 정우빌딩)",02-900-0365,127.0250751,37.6378733,20150703,서울,110024,강북구,수유동,01073
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,365휘경사랑의원,의원,"서울특별시 동대문구 망우로 77, 2층 (휘경동)",02-2245-3638,127.0617848,37.5902089,20250414,서울,110007,동대문구,휘경동,02439
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,365힐링의원,의원,"서울특별시 강동구 천호대로 1087, 2층 201호 (천호동, 진넥스빌Ⅲ)",02-475-3650,127.1327526,37.5361797,20170608,서울,110002,강동구,천호동,05339
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,747의원,의원,"서울특별시 강남구 도산대로 122, 에메랄드타워 8층 (논현동)",02-546-0747,127.0221405,37.5168540,20251114,서울,110001,강남구,논현동,06039
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,815의원,의원,"서울특별시 강남구 논현로 822, 로뎀빌딩 4,5,6층 (신사동)",02-515-8150,127.0284681,37.5217770,20180820,서울,110001,강남구,신사동,06025
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,90일의기적의원,의원,"서울특별시 강남구 도산대로 509, 에스디바이오센서 4층 (청담동)",02-512-7515,127.0489629,37.5247575,20241025,서울,110001,강남구,청담동,06012
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz,BJ 라임의원,의원,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 (남현동)",02-588-1110,126.9814601,37.4743938,20090310,서울,110004,관악구,남현동,08807
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,BLS(비엘에스)의원,의원,"서울특별시 강남구 도산대로67길 13-5, BLS클리닉빌딩 1,2,3,6층 (청담동)",02-544-4841,127.0439268,37.5249348,20070827,서울,110001,강남구,청담동,06016
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,CL성형외과의원,의원,"서울특별시 노원구 동일로 1392, 5층 (상계동, 노원한일빌딩)",02-933-6522,127.0613426,37.6530591,20080303,서울,110022,노원구,상계동,01751
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,CNP차앤박피부과의원,의원,"서울특별시 영등포구 여의나루로 53-1, 4층 (여의도동, 대오빌딩)",02-786-5123,126.9249768,37.5227131,20010419,서울,110013,영등포구,여의도동,07327
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,DMC수색신경외과의원,의원,"서울특별시 은평구 수색로 191, 두빌191 2층 (증산동)",02-305-4463,126.9010885,37.5782607,20030107,서울,110015,은평구,증산동,03504
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,Dr홍연합의원,의원,"서울특별시 송파구 토성로 78, 203호 (풍납동)",02-483-0075,127.1183932,37.5280478,20120601,서울,110018,송파구,풍납동,05538
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,S아이니의원,의원,"서울특별시 구로구 도림로 90, 혜성빌딩 5층 (구로동)",02-857-8812,126.8934458,37.4903971,20170922,서울,110005,구로구,구로동,08369
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,WE(더블유이)의원,의원,"서울특별시 영등포구 양평로 22, 당산타워 7층 (당산동6가)",02-518-0045,126.9039335,37.5331573,20110801,서울,110013,영등포구,당산동6가,07223
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,읻다의원,의원,"서울특별시 강남구 도산대로 509, 에스디바이오센서 3층 (청담동)",02-3442-7588,127.0489629,37.5247575,20210707,서울,110001,강남구,청담동,06012
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,가든내과의원,의원,"서울특별시 마포구 마포대로 52, (도화동, 고려아카데미텔Ⅱ)",02-713-6218,126.9476643,37.5403379,19971020,서울,110009,마포구,도화동,04168
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,가락마취통증의학과의원,의원,"서울특별시 송파구 중대로 68, 4층 405호 (문정동, 훼미리 샤르망)",02-406-7582,127.1164484,37.4915772,20170322,서울,110018,송파구,문정동,05833
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,가람내과의원,의원,"서울특별시 강동구 아리수로50길 50, 4층 11호 (고덕동, 래미안힐스테이트고덕)",02-427-7575,127.1489063,37.5591090,20070927,서울,110002,강동구,고덕동,05229
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,가미의원,의원,"서울특별시 송파구 오금로 176, 지인빌딩 3층 (송파동)",02-416-6700,127.1138390,37.5090555,20201111,서울,110018,송파구,송파동,05663
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,가산디지털내과의원,의원,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 118호 (가산동)",02-6269-8501,126.8806788,37.4807624,20190307,서울,110025,금천구,가산동,08503
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,가산시그니처정형외과의원,의원,"서울특별시 금천구 가산디지털2로 144, 현대테라타워 가산DK 2층 211,212,213,214호 (가산동)",02-6959-0675,126.8794219,37.4809530,20240910,서울,110025,금천구,가산동,08503
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,가산연합의원,의원,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 403호 (가산동)",02-1666-2500,126.8815811,37.4819131,20191101,서울,110025,금천구,가산동,08502
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,가야성모의원,의원,"서울특별시 서초구 동광로18길 55, 2층 (방배동)",532-2345,126.9909924,37.4894680,20091231,서울,110021,서초구,방배동,06572
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,가양성모내과의원,의원,"서울특별시 강서구 화곡로68길 3, 401호, 404~407호 (등촌동)",02-2668-5050,126.8547379,37.5595837,20220307,서울,110003,강서구,등촌동,07548
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz,가재울정내과의원,의원,"서울특별시 서대문구 가재울미래로 2, 별동상가동 3층 304-1,2/305-1,2호 (남가좌동, DMC파크뷰자이)",02-304-1789,126.9176131,37.5728378,20180806,서울,110010,서대문구,,03711
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,가족건강의원,의원,"서울특별시 도봉구 해등로 218, (쌍문동)",02-903-1556,127.0325391,37.6581634,19890502,서울,110006,도봉구,쌍문동,01387
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭권정형외과의원,의원,"서울특별시 영등포구 신길로 42, 3층 (신길동)",02-842-6677,126.9086461,37.4964817,20060501,서울,110013,영등포구,신길동,07436
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,가톨릭정형외과의원,의원,"서울특별시 은평구 응암로 308, 1층, 2층 (응암동, CM빌딩)",02-354-9800,126.9213852,37.5987018,19991125,서울,110015,은평구,응암동,03464
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,가톨릭정형외과의원,의원,"서울특별시 중랑구 면목로 357, 3,4층 (면목동, 삼일빌딩)",02-2207-7711,127.0881539,37.5840015,20021219,서울,110019,중랑구,면목동,02221
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,감사한내과의원,의원,"서울특별시 동대문구 천호대로 2, 이지빌딩 4층 (신설동)",02-3298-6725,127.0236072,37.5750426,20251217,서울,110007,동대문구,신설동,02586
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,강가정의학과의원,의원,"서울특별시 동대문구 서울시립대로 31, 102동 201호 (전농동, 동아아파트)",02-2244-2335,127.0458375,37.5749667,20001031,서울,110007,동대문구,전농동,02591
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,강가정의학과의원,의원,"서울특별시 마포구 방울내로 70, 2층 (망원동)",02-337-8645,126.9033133,37.5601063,20040422,서울,110009,마포구,망원동,03964
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,강남 리쥬엘의원,의원,"서울특별시 서초구 강남대로 403, 8층 (서초동)",02-537-8889,127.0268146,37.4984782,20250205,서울,110021,서초구,서초동,06615
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,강남12의원,의원,"서울특별시 강남구 테헤란로 111, 4층 (역삼동, 대건빌딩)",02-567-3000,127.0292963,37.4988903,20151228,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,강남365가정의학과의원,의원,"서울특별시 강남구 학동로 346, 강남구청역 지하1층 102호 (삼성동)",02-3442-7668,127.0413014,37.5171892,20150825,서울,110001,강남구,삼성동,06099
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강남가드비뇨기과의원,의원,"서울특별시 동작구 동작대로 121, 8층 (사당동, 경원빌딩)",02-566-8330,126.9818694,37.4874684,20161212,서울,110008,동작구,사당동,07008
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,강남고운세상피부과의원,의원,"서울특별시 강남구 테헤란로2길 8, 3층 (역삼동)",02-3477-2020,127.0287286,37.4976293,20160922,서울,110001,강남구,역삼동,06232
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,강남다움의원,의원,"서울특별시 서초구 강남대로 419, 파고다타워 지하2층 (서초동)",02-6557-7701,127.0262296,37.4998135,20251021,서울,110021,서초구,서초동,06614
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDAjJDgz,강남닥터에버스의원,의원,"서울특별시 강남구 강남대로 458, 남영빌딩 8~10층 (역삼동)",02-2138-0777,127.0254743,37.5034185,20241002,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,강남더슬림의원,의원,"서울특별시 서초구 신반포로 315, 삼덕빌딩 4층 (잠원동)",02-547-9877,127.0182583,37.5104449,20170713,서울,110021,서초구,잠원동,06532
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,강남더의원,의원,"서울특별시 강남구 학동로 342, 에스케이 허브블루 4층 404호 (논현동)",0507-1327-7975,127.0408461,37.5167495,20180824,서울,110001,강남구,논현동,06099
